Name,Rating,Would Take Again (%),Difficulty,Department
Alex Wong,4.5,100,2.4,Biology
Junfeng Wen,4.5,88,3.5,Computer Science
Hannah Brazeau,5.0,100,2.2,Psychology
Alan Tsang,3.3,67,4.0,Computer Science
Jane Allison,5.0,100,2.0,Biology
Eric Hua,3.5,60,2.6,Mathematics
Carlos Novas,2.6,40,3.1,Sociology
Elizabeth Stobert,1.9,23,4.2,Computer Science
Myron Smith,3.7,100,3.2,Biology
Jean-Lou De Carufel,3.6,57,4.0,Electrical Engineering & Computer Science
Dennis Sakalauskas,4.6,91,2.8,Business
Genevieve Ferguson,5.0,100,2.8,Earth Science
Hussam Ahmed,4.8,100,2.5,History
John Anderson,4.0,100,2.7,Cognitive Science
Vilma Coutino-Hill,3.3,56,3.2,Business
John Gaydos,2.7,28,4.1,Mechanical Engineering
Danielle Kinsey,5.0,100,2.3,History
Lev Marder,3.5,50,2.0,Political Science
Kirk Luther,4.8,98,2.1,Psychology
Niall Tait,3.1,15,2.8,Engineering
Kristin Connor,1.8,12,4.9,Health Sciences
Rebecca Bromwich,4.5,88,2.5,Law
Chris Rudyk,4.8,93,2.9,Neuroscience
Alfonso Abizaid Bucio,3.7,80,3.4,Psychology
Anatoli Ianoul,3.8,80,2.2,Chemistry
Finlay Rankin,1.7,15,4.9,Mathematics
Farzane Dana,1.0,0,4.3,Mathematics
George Rigakos,3.1,37,3.5,Law
Emily Hiltz,4.3,91,2.6,Communication
Sebastien Cote,3.2,34,3.0,French
Sanjoy Sinha,2.9,73,2.8,Mathematics
Doris Buss,2.7,34,3.8,Legal Studies
Shenella Charles,1.4,0,2.0,Interdisciplinary Studies
Brendan Conway-Smith,5.0,100,3.0,Cognitive Science
Iyas Abu Hajiar,4.1,88,2.4,Public Affairs
Janice Tibbetts,4.2,100,3.4,Journalism & Communication
Nafiseh Kahani,4.2,67,2.7,Systems & Computer Engineering
Samantha Twietmyer,2.0,0,5.0,Political Science
Ahmad Alrkad,1.0,0,5.0,Civil Engineering
Emily Lindsay,5.0,100,3.0,Geography
Elena Kaliberda,3.7,84,2.6,Journalism & Communication
Kathy Armstrong,3.8,67,2.3,Music
Gregory Dole,4.3,75,3.0,Business
Kyle Harvey,4.9,100,2.1,Mathematics
Ricardo Tabone,4.8,95,2.6,Communication
Mohammad Hasan,3.2,56,3.1,Law
Megan Rivers-Moore,4.6,93,2.7,Women's Studies
Katharine Kelly,1.4,0,4.3,Women's Studies
Farzam Sepanta,5.0,100,1.8,Civil Engineering
Rachel Burns,3.7,72,2.9,Psychology
Margaret Janse van Rensburg,1.7,34,4.0,Social Work
Ira Wagman,3.6,52,3.2,Communication
Mami Sasaki,4.9,100,2.6,Japanese
Scott Bucking,2.5,38,3.4,Civil Engineering
Chris Eaket,4.4,100,2.7,English
Janett Martinez-Amador,4.6,80,1.9,Spanish
Lyette Fortin,5.0,100,2.4,Architecture
Jill St. Germain,1.7,34,2.7,History
Christine Laurendeau,2.6,35,4.0,Computer Science
Tara M. Ashtakala,2.4,21,3.7,Law
Michael Hine,3.9,73,2.9,Business
Madalena Santos,3.4,62,2.9,Criminology
Tamara Sorenson Duncan,4.5,84,2.6,Linguistics
Sheena Ellison,3.2,46,3.6,Art History
Stuart Murray,4.8,100,2.4,English
Silvia Cruz,5.0,100,3.0,Business
Pam Wolff,4.3,80,2.4,Chemistry
Zeba Crook,3.5,49,3.0,Religion
Connor Kupchak,3.8,78,3.9,Electronics
Rebecca Schein,3.2,17,3.3,Interdisciplinary Studies
James Brunet,2.5,40,3.7,Information Technology
Azita Montazeri,4.9,100,1.8,Mathematics
Kerry Badgley,5.0,100,1.9,History
Manvitha Singamsetty,2.7,34,2.7,Religion
Patrick Callery,4.0,75,3.5,Business
Dora Wang,4.3,67,2.7,Business
Kerry Badgely,4.8,94,2.4,History
Wafia Bensalem,3.5,62,3.1,Physics
Alex Ellery,1.7,13,3.9,Engineering
Craig Bennell,4.7,99,2.4,Psychology
Eric Van Rythoven,4.2,93,3.1,Political Science
Juan Jiménez Garcia,1.5,17,3.2,Industrial Design
Blake LeClair,5.0,100,3.2,Business
John Jarecsni,2.5,28,3.5,Business
Babak Esfandiari,3.5,69,3.3,Engineering
Randi Klebanoff,4.1,60,3.4,Art History
Martha Quijano,3.1,59,2.5,Spanish
Hailey Walker,3.9,72,3.3,Political Science
Jeremy Wildeman,4.8,100,2.5,Political Science
Mohammed Hasan,3.7,67,2.0,Law
Vern Lewis,3.5,50,1.5,Neuroscience
Antonio Llaca,4.5,100,3.0,Music
Charles Starling,4.7,96,3.0,Mathematics
David Amundsen,4.5,84,3.6,Mathematics
Brent Bezo,2.8,48,1.9,Child Family Studies
Yoriko Aizu,4.6,100,2.3,Japanese
Brent Bezo,5.0,100,3.0,Psychology
Zhaowei Ma,3.0,50,3.0,Information Technology
Kavita Prakash,3.3,42,3.7,Psychology
Kim Davis,3.4,75,3.2,Languages
Paolo Giancaterino,3.3,62,3.2,Law
Jean-Daniel Medjo Me Biomo,2.5,38,3.4,Engineering
Elizabeth Sowka,3.9,0,3.7,Languages
Hamzeh Hajiloo,4.4,100,2.7,Civil Engineering
Ali Kassim,4.8,100,1.4,Civil Engineering
abu syed kabir,4.7,86,3.0,Engineering
Kory Smith,2.0,100,2.0,Law
Ben Earle,5.0,100,1.6,Systems & Computer Engineering
Yuu Ono,3.6,72,2.8,Systems Engineering
Anne Wiles,1.3,0,4.0,Technology
Dan McIntyre,3.7,100,2.7,Psychology
Prosenjit Bose,4.3,79,3.4,Computer Science
Bahman Semnani,2.0,25,4.3,Business
Andrew Harris,4.1,88,3.0,Mechanical Engineering
Vivian Lee,3.3,38,3.8,Psychology
Samuel Gyepi-Garbrah,4.3,84,2.7,Mechanical Engineering
Bahman Ashraf Semnani,2.0,25,4.0,Business
Janne Cleveland,3.7,53,3.5,English
William Walters,3.6,63,2.8,Political Science
Margaret Sikorska,4.8,91,2.3,Spanish
Pakeeza Hafeez,2.4,32,3.5,Engineering
Farid Siri,2.2,28,3.3,Business
Justin Paulson,1.2,0,5.0,Sociology Anthropology
Yuly Billig,2.7,31,4.1,Mathematics
Jason Etele,2.9,29,4.1,Engineering
Melissa Redmond,3.0,52,4.0,Social Work
Ellen Faulkner,1.6,22,3.4,Criminology
Karen Jesney,4.4,95,2.3,Linguistics
Ryan Koo,4.8,100,2.3,Legal Studies
Angel De Los Santos,5.0,100,3.0,Linguistics
S Lipsett-Rivera,3.3,20,2.6,History
Andre Turcotte,2.6,31,3.2,Communication
Dale Spencer,4.0,90,3.4,Sociology & Anthropology
Ali Arya,4.5,100,2.4,Information Technology
Mohsni Sana,5.0,100,3.5,Business
Jasmine Chihabi,4.0,100,3.0,Chemistry
Ruxi Gheorge,5.0,100,2.5,Social Work
Laura Pickell,3.7,65,2.7,Health Sciences
Jurek Sasiadek,1.6,15,4.2,Engineering
Sam Turnbull,3.5,50,4.0,Linguistics
Roderick Phillips,4.5,100,2.6,History
G Liang Li,2.0,50,3.9,Mathematics
Rueban Balasubramaniam,4.7,100,3.0,Law
Ian Lee,3.5,69,3.6,Business
Katie Lucas,5.0,100,1.0,Natural Sciences
Megan Hollinger,2.0,0,5.0,History
Winnie YE,4.4,93,2.6,Engineering
Vida Panitch,4.8,100,3.1,Philosophy
Alexander Edwards,2.3,34,4.3,Neuroscience
Eleanor Spence,4.0,100,2.0,Earth Science
John Rogers,2.1,9,4.4,Engineering
Yuriy Zabolotnyuk,4.2,100,3.0,Business
Lisa Sumner,2.8,36,3.1,Communication
Hollis Moore,2.5,40,3.4,Law
Andrew Heffernan,3.0,75,2.8,Political Science
Rumaisa Shaukat,4.7,90,3.0,Not Specified
Jose Rojas,3.1,34,3.3,Business
Cristina Finger,4.7,100,2.7,German
Michael Reynolds,3.1,72,3.1,Business
Yelda Yelda Nasifoglu,3.0,50,2.0,Art History
Ahmed Doha,2.3,23,3.7,Business
Natasha Artemeva,2.6,15,4.1,Applied Linguistics & Discourse Studies
Paul Theberge,2.5,50,1.5,Music
Kathryn Patricia-Cobbler,2.0,0,1.5,Music
Matt Bellamy,4.8,100,2.4,History
Andras Dobai,1.0,0,5.0,Biology
Vivian Lee,2.7,34,4.0,Neuroscience
Aron Darmody,5.0,100,3.0,Business
Wei Shi,1.0,0,4.5,Computer Science
Dani Belo,4.4,88,3.3,International Affairs
Randall Gess,4.4,100,2.4,Linguistics
Georges Lafortune,5.0,100,3.0,French
Micheline White,3.0,50,4.0,English
Igor Ivanovic,2.4,78,3.5,Engineering
Don Myles,4.7,80,2.1,English As A Second Language
Geoff Pinchbeck,5.0,100,3.0,Applied Language Studies
Chris Jensen,3.0,42,3.9,Religion
Ai Taniguchi,4.7,96,2.9,Linguistics
Jean-Michel Landry,5.0,100,3.3,Anthropology
Susan Whitney,4.0,80,3.1,History
Kate Ruff,3.7,70,3.8,Business
Dillon Black,4.8,100,2.8,Social Work
Xun Daniel Sun,5.0,100,2.6,Chemistry
Rania Tfaily,3.4,53,3.3,Sociology
Yuliya Melnyk,2.2,34,4.2,Business
Alan Cai,2.6,62,3.4,Business
Wasiu Raji,2.7,46,3.2,Earth Science
Ranjeeta Mallick,2.9,59,2.6,Mathematics
Devin Fraser,4.9,100,2.8,Business
Jacob Smale,1.0,0,3.0,Business
David Thue,5.0,100,2.8,Information Technology
Franny Nudelman,3.5,67,2.7,English
Jakub Zdebik,2.0,50,4.3,Art History
Joel Kropf,4.8,100,3.6,History
Virginia Caputo,4.4,84,2.2,Social Science
Yolana Junco-Pascual,2.8,100,3.6,Business
Kasia Muldner,4.7,93,2.9,Cognitive Science
Merlyna Lim,4.7,86,3.3,Communication
Gang Li,3.4,64,2.2,Mathematics
Bora Pulatsu,4.1,78,3.7,Civil Engineering
John Buschek,3.2,41,2.4,Technology
Chris Rogers,3.5,50,2.5,Earth Science
Crina Viju,3.0,0,3.0,European Studies
Collin Fletcher,4.4,78,3.1,Law
Ahmed Abdulla,4.4,86,3.3,Mechanical Engineering
Rodolfo Cossovich,5.0,88,3.0,Information Technology
Darryl Davies,3.2,56,2.6,Social Science
Katharine Kelly,2.1,9,3.6,Sociology
S. Brascoupe,4.1,100,2.3,Anthropology
Christine Crowther,3.1,50,3.2,Journalism Communication
Glenn McRae,3.6,63,3.5,Engineering
Luke Russell,3.3,48,2.7,Engineering
Ahmed Sid-Ali,3.1,50,2.8,Statistics
Nima Orazani,1.7,0,2.3,Psychology
Michael Feuerherm,3.6,63,3.2,Electrical Engineering & Computer Science
Khalid Al-Ani,3.5,63,1.8,Business
Diksha Kale,4.0,80,1.8,Law
Hassan Bashir,3.0,50,2.0,International Affairs
G Levasseur,3.7,100,3.4,Economics
Lev Blumenfeld,4.2,89,2.6,Linguistics
Aliesha Hosein,1.9,13,3.4,English
Christopher Worswick,3.2,80,2.8,Economics
Manuel Baez,2.2,10,4.1,Architecture
Stephen White,3.4,63,3.5,Political Science
Kate Pardoel,4.4,80,2.3,Psychology
Brandon Robinson,5.0,100,2.0,Mechanical Engineering
Alex McDougall,4.5,83,2.8,Political Science
Raffaele Iacovino,4.1,82,3.2,Political Science
Kevin Cheung,3.8,79,2.1,Mathematics
Penka Matanska,2.7,100,3.7,Physics
Alan Madej,3.2,50,3.6,Physics
Jesse Heilman,4.4,100,2.9,Physics
Heather Logan,4.3,100,3.2,Physics
Thomas Koffas,2.3,45,3.8,Physics
Sacha Ghandeharian,2.7,27,3.6,Political Science
Ian Wereley,4.9,94,2.2,History
Frank Jiang,1.8,20,4.4,Business
Shuchi Karim,2.0,0,5.0,Sociology & Anthropology
Song Cai,4.1,77,2.8,Statistics
Muhammad Raisul Alam,5.0,100,5.0,Systems Engineering
Mohamed Abouseif,2.5,0,3.0,Engineering
Barbara Acheson,2.5,50,3.0,Chemistry
Safaa Bedawi,3.2,40,2.4,Systems Engineering
Paul Simms,3.8,75,3.2,Environmental Engineering
Cole Van de Ven,5.0,100,2.9,Environmental Engineering
Neil Ramjewan,5.0,100,3.5,Child & Family Studies
Francois Brouard,2.4,0,3.8,Business
Craig Leth-Steensen,3.5,60,3.2,Psychology
Patrick Coe,3.6,81,3.0,Economics
Kristen Archbell,2.3,34,3.7,Psychology
Bertrand Lemieux,4.0,100,5.0,Business
Adam Barrows,4.2,70,2.7,English
Simon Brascoupé,5.0,100,2.0,Anthropology
Meghan Tibbits-Lamirande,5.0,100,4.0,English
Maryam Hajikarimlou,3.5,65,3.2,Biology
Rishad Irani,2.1,27,4.7,Mechanical Engineering
Lin Jungroan,5.0,100,3.1,Public Policy
Sandra Robinson,4.7,92,2.2,Communication
Simon Vodrey,4.0,78,3.3,Communication
Ali Ghaharbeighi,3.3,62,2.6,Languages
Hans-Martin Jaeger,3.6,67,3.3,Political Science
Frenand Leger,3.6,59,3.5,French
Philip Steiner,4.4,88,3.1,Law
Michael Campbell,5.0,100,3.0,Political Science
Amy Fung,5.0,100,1.0,Art History
Gregory Bulte,4.1,81,3.2,Biology
Janet Martinez,4.5,100,2.3,Spanish
James Meadowcroft,3.8,50,3.4,Political Science
Brian Mitchell,1.3,0,3.0,Business
Kim O’neil,2.9,46,2.8,Psychology
Saquib Shahriar,3.8,75,3.8,Business
Deepthi Kamawar,4.1,64,3.0,Psychology
Amir Hakami,3.3,63,3.5,Environmental Engineering
Sarah Gibson,2.5,100,1.3,History
Andrea Chandler,3.3,54,2.6,Political Science
Adelle Forth,4.4,87,2.8,Psychology
Maitham Shams,2.0,54,4.0,Engineering
Jessica Desrochers,3.5,50,3.8,Psychology
Jennifer Robson,3.0,50,3.8,Public Affairs
Jim Davies,4.1,76,2.7,Cognitive Science
Mary Owusu,2.6,37,2.2,History
David Barrera,4.2,80,2.9,Computational Science
Tom Dubicanac,3.4,100,4.3,Architecture
Mathew Sorely,4.8,100,3.0,Psychology
Wojciech Jaworski,2.1,40,4.6,Mathematics
Anuppiriya Sriskandarajah,2.8,67,2.8,Women's Studies
Davorka Ljubisic,3.4,61,2.5,Sociology & Anthropology
Kimberly Stratton,4.3,75,2.7,Humanities
Vildana Stanisic-Keller,4.5,91,2.7,European Studies
Decky Kipuka Kabongi,1.3,9,3.4,Criminology
Mark Anderson,3.8,75,2.5,History
Rebekah Ingram,3.6,73,2.3,Linguistics
Paul Peters,4.4,85,2.2,Health Sciences
Philip McCristall,4.6,88,2.6,Criminology
Nadine Moacdieh,4.8,100,2.3,Computer Science
Robyn Green,4.5,67,2.5,Humanities
David Lau,3.1,64,3.1,Engineering
Brian Foss,4.2,75,3.1,Art History
Marc Andre Gagnon,2.9,50,3.4,Public Affairs
Natalina Salmaso,4.0,75,3.5,Neuroscience
Jason Z Gao,2.6,29,3.5,Mathematics
Dipto Sarkar,5.0,100,3.4,Geography
Rufino Ansara,4.3,100,3.0,Information Technology
Chris Askew,5.0,100,2.0,Biology
Taryn Grieder,3.1,67,3.6,Neuroscience
Marylynn Steckley,4.5,87,3.4,Environmental Science
Augustine Park,4.4,100,2.8,Sociology
Candice Sobers,4.0,100,4.0,International Affairs
Kim Lassiter,4.0,75,3.2,Psychology
Alessandra Mariani,1.7,15,3.7,Art History
Halim Yanikomeroglu,4.4,100,2.9,Engineering
Adriana Ross,4.2,85,3.1,Architecture
Anke Kausch,1.7,0,4.0,Art History
Alessandra Mariani,3.0,50,3.0,Art History
Michael Mopas,3.1,43,2.6,Sociology
Ahmed El-Roby,3.4,62,2.8,Computer Science
Derek Antoine,4.3,100,3.6,Communication
Niloofar Alavi,3.3,67,3.0,Environmental Studies
Katherine Minich,1.0,0,4.0,Public Affairs
Melanie Low,5.0,100,3.0,Biology
Egla Martinez-Salazar,2.3,21,4.1,Humanities
Junjie Gu,2.9,17,2.6,Engineering
Omair Shafiq,4.6,88,3.4,Information Technology
Ann Cvetkovich,3.5,50,3.0,Women's Studies
Christine Duff,3.7,84,2.7,French
Gordon Davis,4.3,100,2.9,Philosophy
Soumaya Neggaz,5.0,100,1.9,French
Ushananthini Shanmugalingam,3.5,47,3.2,Neuroscience
Monia Brahim,4.0,50,3.0,French
Robert Smart,3.7,65,3.2,Business
Andrei Artemev,2.8,67,3.4,Engineering
Steven Wang,3.6,45,2.8,Mathematics
Sara Jamieson,4.3,90,2.3,English
Onita Basu,2.7,54,4.0,Environmental Engineering
James Wight,3.9,75,3.3,Engineering
Christopher Jensen,1.8,17,4.7,Religion
Emma Bider,4.7,100,2.0,History
Zhigang Wang,3.2,32,3.4,Psychology
Sydney Buttera,4.8,85,2.9,Chemistry
Masako Hirotani,3.9,92,2.2,Linguistics
Jodie Medd,4.5,92,3.0,English
Kevin Nunes,4.1,67,2.6,Psychology
Nassim Tabri,3.3,49,3.3,Psychology
Katherine Magner,2.5,31,3.4,Psychology
Xiaoyu Wang,2.5,36,3.1,Engineering
Tong Xu,3.5,100,3.0,Physics
Bruce Wallace,3.7,67,2.1,Engineering
Lisa Middleton,1.0,0,4.0,Social Work
John Walsh,4.4,80,3.4,History
Leonard Halladay,3.2,50,3.3,Political Science
Matthew Falconer,4.5,100,2.0,English
Simon Langlois-Bertrand,4.1,80,2.8,Political Science
Nick Milanovic,2.8,34,3.8,Law
Simon Turner,5.0,100,3.0,English
Martin Holcik,4.3,90,3.6,Health Sciences
Sherri Beattie,3.5,63,2.9,Journalism amp Communication
Yunran Wei,2.0,0,2.0,Mathematics
Ian Marsland,4.5,100,2.2,Engineering
Shi Li,3.9,69,3.5,Business
Andrea Lobel,4.3,90,2.6,Humanities
Lisa Meyer,2.5,27,3.4,Information Science
Thomas Garvey,4.2,87,3.3,Engineering
Ioannis Lambadaris,3.1,42,3.7,Engineering
Papagena Robbins,1.8,16,4.1,Film
Megan Gaucher,4.7,100,2.4,Law
Daniella Bendo,4.9,100,2.8,Legal Studies
Amanda Shankland,3.1,50,3.4,Political Science
Steven Mcgarry,4.2,80,2.4,Electronics
Soroush Kazemi,3.5,50,2.5,Mathematics
Casey Gray,5.0,100,2.0,Canadian Studies
Bernadette Campbell,3.6,70,2.7,Psychology
Chris Davis,3.7,67,3.4,Psychology
Manjeet Birk,3.1,42,2.4,Women's Studies
Yuhong Guo,1.1,0,4.0,Computer Science
Steve White,5.0,100,2.5,Political Science
Xinhou Hua,3.3,47,2.5,Mathematics
Doron Nussbaum,2.4,48,3.8,Computer Science
Aaron Nsakanda,2.6,42,3.1,Business
Anne Trepanier,3.0,43,3.5,Canadian Studies
Shane Hawkins,4.3,50,2.7,Classics
Jinsun Bae,4.8,100,2.8,Business
Katia Mohindra,5.0,100,2.3,Health Sciences
James Opp,4.2,100,3.1,History
R. Grant Williams,2.8,34,3.7,English
Mahmoud Erfani,5.0,100,2.5,French
Fred Olayele,2.8,50,3.8,Business
Kendal David,5.0,100,2.0,Social Work
Rodney Nelson,5.0,100,2.2,Business
Laurence David,1.0,0,4.6,Neuroscience
Ravi Prakash,3.0,43,3.7,Electronics
Ahmad El-Roby,3.7,67,2.7,Computer Science
Laurence David,1.3,0,3.8,Biology
Ruth McKay,2.3,22,4.1,Business
Edana Cassol,4.1,94,1.9,Health Sciences
Nana aba Duncan,3.3,75,2.5,Journalism & Communication
Caroline Prud’Homme,1.0,0,4.5,Humanities
Fiona Robinson,3.5,50,2.8,Political Science
Brett Stevens,4.2,67,2.6,Mathematics
Andy Thompson,2.1,30,2.8,Psychology
Houman Moteshareie,4.4,87,2.4,Biology
Utkarsh Dang,4.0,0,4.0,Statistics
Tom McSorley,3.6,84,2.4,Fine Arts
Steve Ulrich,4.3,86,3.3,Engineering
David Sidhu,4.5,90,2.3,Psychology
Fady Shanouda,4.5,88,3.1,Women's Studies
Jeffrey Smith,4.5,82,2.9,Chemistry
Timothy Pettipiece,3.8,74,2.3,Religion
Liudmila Jdanova,3.4,50,3.2,Psychology
Vladimir Diaz-Cuellar,1.5,16,3.6,Geography
Casey Pender,5.0,100,2.7,Economics
Amer Al-Merabi,3.9,73,2.4,Civil Engineering
Gaëlle Simard-Duplain,4.5,75,3.0,Economics
Mohamad AlZayed,5.0,100,1.5,Engineering
Elisabeth Gilmore,3.0,100,2.0,Engineering
Jean-Michel Marcoux,2.0,0,3.0,Law
John Talboom,4.4,84,3.0,Mathematics
Julie McCarroll,4.7,100,2.3,English As A Second Language
Nadiya Slobodenyuk,3.4,75,3.6,Cognitive Science
Priscilla Walton,2.9,25,2.2,English
Trish Audette-Longo,3.8,67,3.1,Journalism & Communication
Richard Huot,1.7,0,3.2,Architecture
Hashim Oudeh,1.0,0,5.0,Law
Kathryne Dupre,5.0,100,2.3,Psychology
Jennifer Drake,4.5,100,2.5,Environmental Engineering
Brahim Amrendi,0.0,,0.0,French
Ted Sherwood,5.0,100,3.5,Engineering
Mathieu Lamire,3.8,34,2.5,Mathematics
Emilie Cameron,3.6,72,3.3,Environmental Studies
Alex Bing,4.6,100,1.4,Sociology & Anthropology
Piper Bernbaum,5.0,100,2.3,Architecture
Tania Duneuskaya,5.0,100,1.0,Russian
Ratna Balasubramaniam,3.3,10,4.0,Law
Marie-Odile Junker,2.5,0,3.6,Languages
David Clements,5.0,100,2.0,Health Sciences
Dag Gillberg,4.3,93,3.2,Physics
Emilie Urbain,3.8,78,2.8,French
Daniel Stolarski,3.0,50,3.5,Physics
Jason Dyck,3.0,29,4.1,History
Megan Simpson,2.8,50,3.9,Social Work
Billy Russell,4.5,100,2.5,Social Work
Julia Sinclair-Palm,4.1,75,3.4,Child & Family Studies
Andrew Gemmell,1.8,20,3.0,Child & Family Studies
Mark MacLeod,4.5,100,2.5,Cognitive Science
Tony Bailetti,3.6,34,3.2,Business
Ashraf Matrawy,2.8,50,4.0,Information Technology
Abbas Moameni,4.5,75,2.5,Mathematics
Akintunde Akinleye,3.3,25,2.5,Anthropology
Diana Young,3.6,60,2.5,Law
Hosna Hamdieh,5.0,100,2.0,Information Technology
Richard Amos,3.5,50,1.5,Environmental Science
Howard M Schwartz,3.1,53,3.7,Engineering
Zoran Oklopcic,2.8,31,3.6,Law
Inderbir Riar,2.5,28,3.9,Architecture
Yvan Cazabon,4.2,100,2.5,Architecture
Inna Bumagin,1.9,31,3.9,Mathematics
Robert Gauthier,2.4,30,3.8,Engineering
Evangelos Kranakis,2.1,16,3.6,Computer Science
Kelly Patterson,5.0,100,3.0,Journalism & Communication
Christiane Wilke,2.9,38,3.7,Law
Hamza El Ella,5.0,100,2.7,Mechanical Engineering
Alessandra Iozzo-Duval,4.2,88,2.7,Child & Family Studies
Claudia Rocca,5.0,100,1.7,Italian
Joanne Steventon,5.0,100,3.0,Communication
Max Lu,5.0,100,1.0,Journalism & Communication
Suzanne Cooper,4.3,82,2.7,Psychology
Dave Elliott,1.3,25,3.5,Journalism & Communication
Ian Mendes,5.0,100,1.0,Journalism & Communication
Thomas Mical,4.8,100,4.7,Architecture
Andrew Mattan,2.5,0,4.0,Political Science
Katherine Kelly,1.5,0,4.5,Women's Studies
Qijun Zhang,2.3,34,3.7,Electrical Engineering & Computer Science
Dwayne Winseck,2.5,20,4.0,Communication
Gabriele Contessa,2.6,25,4.1,Philosophy
Mathieu O'Brien,4.0,67,3.3,Engineering
Brian Greenspan,4.6,88,2.6,English
David Stymeist,4.4,100,2.2,English
Ahmad Traboulsi,3.5,50,2.8,Computer Science
Liam Mooney,5.0,100,2.0,Journalism & Communication
Eric Stephens,2.3,25,3.6,Economics
Helen Triantafellou,3.8,75,3.4,Linguistics
Hannah Dyer,4.7,96,2.3,Child & Family Studies
Xiao Huang,3.1,82,3.2,Engineering
David Hugill,4.9,93,2.8,Environmental Studies
Melissa Haussman,3.5,54,2.6,Political Science
Jason Crann,4.7,90,2.4,Mathematics
Paul Mkandawire,2.4,32,3.4,Humanities
Michael Weiss,3.1,75,2.8,Computer Science
Jeni Armstrong,4.5,100,2.5,Public Affairs
Attah Boame,4.2,75,2.6,Economics
Zachary Welch,3.8,67,3.2,Mathematics
Ken Storey,2.4,17,3.7,Chemistry
Kumiko Murasugi,3.7,0,3.0,Languages
Allison Everett,4.9,100,3.8,Social Work
Darryl Davies,2.7,34,3.3,Sociology Anthropology
Stoyan Tanev,4.5,100,1.5,Technology
Kristin Connor,1.0,0,5.0,Health Sciences
Paul Van Geel,3.7,50,3.7,Engineering
Sheila Rao,4.4,80,2.8,Anthropology
Andres Lopez,4.3,100,3.0,Systems Engineering
Susan Harada,3.8,0,3.6,Journalism
Javad Tavakoli,4.1,100,2.2,Mathematics
Jim Mountain,4.8,100,2.6,Architecture
Peter Aubin,4.3,75,2.3,Psychology
Deborah Conners,2.8,42,2.0,Sociology amp Anthropology
Derek Smith,4.2,100,2.2,Geography
Scott Mitchell,3.3,0,2.9,Geography
Hannah Dick,3.4,65,3.6,Communication
Robin Norris,3.9,40,2.5,English
Kenneth Storey,2.5,0,4.6,Biochemistry
Tina Wang,5.0,100,2.0,Neuroscience
Peter Pulsifer,4.0,100,3.0,Geography
Jennifer Evans,3.8,88,3.2,History
Lucy Campbell,3.3,67,3.3,Mathematics
Brian Gorman,3.3,0,3.3,Journalism
Salma El Refaei,5.0,100,2.0,Political Science
Micheal Smith,5.0,100,3.0,Law
Isaac Odoom,5.0,100,3.0,Political Science
Tracey Lindeman,5.0,100,1.0,Journalism & Communication
Brettel Dawson,3.2,35,3.6,Law
Peter Atack,3.2,52,2.8,Political Science
Marina Milyavskaya,2.2,17,2.9,Psychology
Richard Dansereau,4.4,80,3.2,Engineering
Shulabh Gupta,2.5,40,4.2,Engineering
Chris Russill,4.5,100,2.5,Communication
James Vellan,1.8,25,4.5,Psychology
Tara McWhinney,2.5,25,2.3,Social Work
Emi Koyanagi,3.3,34,3.7,Social Work
Peter Gordon,3.0,0,3.5,Chemistry
Carey Thomson,4.0,100,3.0,Law
Ryan Jeffries,2.0,0,3.0,Legal Studies
Veronica Diaz,3.7,67,2.0,Anthropology
Louise Edmonds,2.3,43,3.2,Women's Studies
Michael Hildebrand,4.5,100,3.4,Neuroscience
Alex Ramirez,3.6,94,3.4,Business
Christina Gabriel,2.9,60,3.3,Political Science
Nailah Ayub,2.0,19,3.2,Business
Julian Armour,3.9,58,1.4,Music
Toby Zeng,1.8,20,4.3,Chemistry
Danika Littlechild,1.0,0,5.0,Law
Clarence Hart,5.0,100,2.5,Economics
Changcheng Huang,2.0,23,3.5,Engineering
Yvan Labiche,2.4,100,4.0,Engineering
Cristina Trevisan,4.1,80,2.8,Italian
Nadia Bozak,2.4,35,3.2,English
Mario Quintero,4.0,75,1.9,Civil Engineering
Christian Viau,4.5,100,2.5,Civil Engineering
Steven Desjardin,4.6,100,2.8,Mathematics
Jagmohan Humar,3.0,0,3.5,Civil Engineering
Kara Brisson-Boivin,3.5,50,3.0,Anthropology
Sara Takalloo,4.0,100,2.0,Biology
Jafar Ahmed Khondaker,3.0,75,3.1,Economics
Matthew Webb,2.4,38,4.3,Economics
Ariel Fuenzalida,4.3,83,3.0,Law
Danielle Dinovelli-Lang,2.3,67,3.8,Sociology & Anthropology
Dr. Leila Angod,1.0,0,4.0,Child & Family Studies
Subhodeep Moitra,5.0,100,3.0,Engineering
Steve Desjardins,4.7,93,2.2,Mathematics
Arushi Sharma,1.1,0,4.0,Business
Fanny Demers,3.1,45,3.0,Economics
Anil Varughese,2.5,15,3.3,Public Policy
Samuel Bonti-Ankomah,3.5,60,2.3,Economics
Karim Ismail,3.0,30,3.0,Civil Engineering
Mohammad Rayhani,4.3,84,2.3,Civil Engineering
Katherine Occhiuto,5.0,100,2.5,Social Work
Sam Khataei,3.5,50,3.5,Computer Science
Monique Senechal,2.0,10,4.0,Psychology
Katharine Bausch,4.9,98,2.0,Women's Studies
Sabrina Dawson,2.4,40,3.8,Biology
Jaqueline Kennelly,3.2,0,3.1,Sociology & Anthropology
Sam Schwisberg,3.4,56,2.8,Law
Phillipe Hoyeck,2.3,34,3.3,Philosophy
